"CODE","SHORTDESCRIPTION"
"721410","Bar/rod, iron or non-alloy steel, forged"
"721420","Bar/rod, iron or non-alloy steel, indented or twisted, nes"
"721430","Bar/rod, iron or non-alloy steel, of free cutting steel, nes"
"721440","Bar/rod, iron or non-alloy steel, hot formed <0.25%C, nes"
"721450","Bar/rod, iron or non-alloy steel, hot formed 0.25-0.6%C, nes"
"721460","Bar/rod, iron or non-alloy steel, hot formed >0.6%C, nes"
"721510","Bar/rod, cold formed/finished free cutting steel"
"721520","Bar/rod, iron or non-alloy steel, cold formed/finished, <0.25%C"
"721530","Bar/rod, iron or non-alloy steel, cold formed/finished, 0.25-0.6%C"
"721540","Bar/rod, iron or non-alloy steel, cold formed/finished, >0.6%C"
"721590","Bar/rod, iron or non-alloy steel, nes"
"721610","Sections, U/I/H, iron or non-alloy steel, nfw than hot formed <80mm"
"721621","Sections, L, iron or non-alloy steel, nfw hot-roll/drawn/extruded < 80m"
"721622","Sections, T, iron or non-alloy steel, nfw hot-roll/drawn/extruded < 80m"
"721631","Sections, U, iron or non-alloy steel, nfw hot-roll/drawn/extruded > 80m"
"721632","Sections, I, iron or non-alloy steel, nfw hot-roll/drawn/extruded > 80m"
"721633","Sections, H, iron or non-alloy steel, nfw hot-roll/drawn/extruded > 80m"
"721640","Sections,L/T,iron or non-alloy steel, nfw hot-roll/drawn/extruded > 80m"
"721650","Sections, nes, iron or non-alloy steel, nfw hot-roll/drawn/extruded"
"721660","Sections, nes, iron or non-alloy steel, nfw than cold formed/finished"
"721690","Angles/shapes/sections, iron or non-alloy steel, nes"
"721711","Wire, iron or non-alloy steel, not plated or coated, <0.25%C"
"721712","Wire, iron or non-alloy steel, plated or coated with zinc <0.25%C"
"721713","Wire, iron or non-alloy steel, of base metal plated/coated nes, <0.25%C"
"721719","Wire, iron or non-alloy steel, <0.25% carbon, nes"
"721721","Wire, iron or non-alloy steel, not plated or coated, 0.25-0.6%C"
"721722","Wire, iron or non-alloy steel, zinc plated/coated, 0.25-0.6%C"
"721723","Wire, iron or non-alloy steel, base metal plated/coated nes, 0.25-0.6%C"
"721729","Wire, iron or non-alloy steel, 0.25-0.6% carbon, nes"
"721731","Wire, iron or non-alloy steel, not plated or coated, >0.6%C"
"721732","Wire, iron or non-alloy steel, zinc plated/coated, >0.6%C"
"721733","Wire, iron or non-alloy steel, of base metal plated/coated nes, >0.6%C"
"721739","Wire, iron or non-alloy steel, more than 0.6% carbon, nes"
"721810","Ingots and other primary forms, stainless steel"
"721890","Semi-finished products, stainless steel"
"721911","Hot rolled stainless steel coil, w >600mm, t >10mm"
"721912","Hot rolled stainless steel coil, w >600mm, t 4.75-10m"
"721913","Hot rolled stainless steel coil, w >600mm, t 3-4.75mm"
"721914","Hot rolled stainless steel coil, w >600mm, t <3mm"
"721921","Hot rolled stainless steel flat, w >600mm, t >10mm"
"721922","Hot rolled stainless steel flat, w >600mm, t 4.75-10m"
"721923","Hot rolled stainless steel flat, w >600mm, t 3-4.75mm"
"721924","Hot rolled stainless steel flat, w >600mm, t <3mm"
"721931","Cold rolled stainless steel, w >600mm, t >4.75mm"
"721932","Cold rolled stainless steel, w >600mm, t 3.0-4.75mm"
"721933","Cold rolled stainless steel, w >600mm, t 1.0-3.0 mm"
"721934","Cold rolled stainless steel, w >600mm, t 0.5-1.0 mm"
"721935","Cold rolled stainless steel, w >600mm, t /0.5 mm"
"721990","Rolled stainless steel sheet, width > 600mm, nes"
"722011","Hot rolled stainless steel sheet, w <600mm, t >4.75 m"
"722012","Hot rolled stainless steel sheet, w <600mm, t <4.75 m"
"722020","Stainless steel sheet, w <600mm, cold rolled/reduced"
"722090","Rolled stainless steel sheet, width < 600mm, nes"
"722100","Bar or rod, stainless steel, hot rolled, coiled"
"722210","Stainless steel bar nfw than hot rolled/drawn/extrude"
"722220","Stainless steel bar nfw than cold formed/cold finishe"
"722230","Stainless steel bar or rod nes"
"722240","Angles, shapes and sections, stainless steel"
"722300","Wire of stainless steel"
"722410","Ingots, primary forms of alloy steel, except stainles"
"722490","Semi-finished products of alloy steel except stainles"
"722510","Flat rolled silicon-electrical steel, width >600mm"
"722520","Flat rolled high speed steel width >600mm"
"722530","Hot rolled alloy-steel, coils width >600mm, nes"
"722540","Hot rolled alloy-steel, not in coil width >600mm, nes"
"722550","Cold rolled alloy-steel, width >600mm, nes"
"722590","Flat rolled alloy-steel, width >600mm, nes"
"722610","Flat rolled silicon-electrical steel, <600mm wide"
"722620","Flat rolled high speed steel <600mm wide"
"722691","Hot rolled alloy-steel nes nfw, <600mm wide"
"722692","Cold rolled alloy-steel nes nfw, <600mm wide"
"722699","Flat rolled alloy-steel, <600mm wide, nes"
"722710","Bar/rod, of high speed steel, irregular coils"
"722720","Bar/rod, of silico-manganese steel, irregular coils"
"722790","Bar/rod, alloy steel nes, irregularly wound coils"
"722810","Bar/rod of high speed steel not in coils"
"722820","Bar/rod of silico-manganese steel not in coils"
"722830","Bar/rod, alloy steel nes,nfw hot rolled/drawn/extrude"
"722840","Bar/rod nes, alloy steel nes, nfw forged"
"722850","Bar/rod nes, alloy steel nes, nfw cold formed/finishe"
"722860","Bar/rod, alloy steel nes"
"722870","Angles, shapes and sections, alloy steel, nes"
"722880","Hollow drill bars and rods of alloy/non-alloy steel"
"722910","Wire of high speed steel"
"722920","Wire of silico-manganese steel"
"722990","Wire of alloy steel nes"
"730110","Sheet piling of iron or steel"
"730120","Angles, shapes and sections, welded, iron or steel"
"730210","Railway/tramway rails, iron or steel"
"730220","Sleepers (cross-ties), iron or steel"
"730230","Railway/tramway switch/crossing material, iron/steel"
"730240","Railway fish plates and sole plates, iron or steel"
"730290","Rail/tramway construction material of iron/steel, nes"
"730300","Tubes, pipes and hollow profiles, of cast iron"
"730410","Pipes, line, iron or steel, for oil or gas pipelines"
"730420","Casings, tubing and drill pipe, for oil drilling"
"730431","Iron/non-alloy steel pipe, cold drawn/rolled, nes"
"730439","Iron/non-alloy steel pipe or tubing, nes"
"730441","Stainless steel pipe or tubing, cold rolled"
"730449","Stainless steel pipe or tubing, except cold rolled"
"730451","Alloy steel pipe or tubing, cold rolled"
"730459","Alloy steel pipe or tubing, except cold rolled"
"730490","Iron or steel tubes, pipes or hollow profiles, nes"
"730511","Pipe-line submerged arc welded steel diameter >406mm"
"730512","Pipe-line longitudinal nes welded steel,diameter>406m"
"730519","Pipe (oil/gas line) iron or steel nes, diameter >406m"
"730520","Casings,circular, iron/steel, oil/gas drilling >406mm"
"730531","Steel pipes nes, longitudinally welded diameter>406mm"
"730539","Pipes nes, iron/steel, welded nes, diameter >406.4mm"
"730590","Tube/pipe nes,iron/steel riveted etc, diameter>406.4m"
"730610","Pipe (oil/gas line) iron or steel nes, diameter <406m"
"730620","Casings,circular, iron/steel, oil/gas drilling <406mm"
"730630","Pipes etc nes, iron/steel welded nes,diameter <406.4m"
"730640","Pipes and tubing, stainless steel, welded"
"730650","Pipes and tubing, alloy steel nes, welded"
"730660","Hollow profiles/tubes,iron/steel,non-circular, welded"
"730690","Tube/pipe/hollow profile, iron/steel,riveted/open sea"
"730711","Pipe fittings of non-malleable cast iron"
"730719","Pipe fittings of malleable iron or steel, cast"
"730721","Flanges, stainless steel"
"730722","Threaded elbows, bends and sleeves of stainless steel"
"730723","Pipe fittings, butt welding of stainless steel"
"730729","Pipe fittings of stainless steel except butt welding"
"730791","Pipe flanges, iron or steel except stainless/cast"
"730792","Threaded fittings, iron or steel except stainless/cas"
"730793","Butt weld fittings, iron/steel except stainless/cast"
"730799","Fittings, pipe or tube, iron or steel, nes"
"730810","Bridges and bridge sections, iron or steel"
"730820","Towers and lattice masts, iron or steel"
"730830","Doors, windows, frames of iron or steel"
"730840","Props etc for scaffold, shuttering, pits, iron/steel"
"730890","Structures and parts of structures, iron or steel, ne"
"730900","Reservoirs/tanks/vats/etc, iron/steel capacity >300l"
"731010","Tank, cask or container, iron/steel, capacity 50-300l"
"731021","Cans, iron/steel, capacity <50l closed by crimp/solde"
"731029","Cans, iron or steel, capacity <50 litres nes"
"731100","Containers for compressed/liquefied gas, iron or stee"
"731210","Stranded steel wire/cable/etc, no electric insulation"
"731290","Plaited bands/etc, iron/steel, no electric insulation"
"731300","Wire for fencing, including barbed wire"
"731411","Woven products of stainless steel"
"731419","Woven products of iron/steel, except stainless steel"
"731420","Net/fencing, welded, iron or non-alloy steel <3mm wire, <100cm mesh"
"731430","Net/fencing, welded iron or non-alloy steel, heavy"
"731441","Net/fencing, galvanized iron or non-alloy steel <3mm wire, <100cm mesh"
"731442","Net/fencing,plastic-coated iron or non-alloy steel <3mm wire,<100cm mes"
"731449","Net/fencing, iron or steel <3mm wire, <100cm mesh, ne"
"731450","Expanded metal, iron or non-alloy steel <3mm wire, <100cm mesh"
"731511","Chain, roller, iron or steel"
"731512","Chain, articulated link, iron or steel, except roller"
"731519","Chain parts, articulated link, iron or steel"
"731520","Chain, skid, iron or steel"
"731581","Chain, stud link, iron or steel"
"731582","Chain, welded link, iron or steel"
"731589","Chain, iron or steel, nes"
"731590","Chain parts, iron or steel, except articulated link"
"731600","Anchors, grapnels and parts thereof of iron or steel"
"731700","Nails/staples/etc, iron/steel, not office stationary"
"731811","Screws, coach, iron or steel"
"731812","Screws, wood, iron or steel, except coach screws"
"731813","Screw hooks and screw rings of iron or steel"
"731814","Screws, self-tapping, iron or steel"
"731815","Bolts/screws nes, with/without nut/washer, iron/steel"
"731816","Nuts, iron or steel"
"731819","Iron or steel threaded articles except screw, nut,bol"
"731821","Washers, spring or lock, iron or steel"
"731822","Washers, iron or steel, except spring/lock"
"731823","Rivets, iron or steel"
"731824","Cotters and cotter-pins, iron or steel"
"731829","Non-threaded articles of iron or steel, nes"
"731910","Needles, sewing, darning or embroidery, iron or steel"
"731920","Pins, safety, iron or steel"
"731930","Pins, iron or steel, except safety pins"
"731990","Articles for sewing/etc, iron/steel, except pin/needl"
"732010","Leaf springs/leaves thereof, iron or steel"
"732020","Springs, helical, iron or steel"
"732090","Springs, iron or steel, except helical/leaf"
"732111","Cooking appliances for gas fuel, etc, iron or steel"
"732112","Cooking appliances for liquid fuel, iron or steel"
"732113","Cooking appliances for solid fuel, iron or steel"
"732181","Domestic iron/steel liquid/solid fuel appliances nes"
"732182","Domestic iron/steel liquid fuel appliances,not cooker"
"732183","Domestic iron/steel solid fuel appliances, not cooker"
"732190","Parts for domestic non-electric thermic appliances"
"732211","Radiators and parts thereof, cast iron"
"732219","Radiators and parts thereof, iron or steel except cas"
"732290","Non-electric heaters (with fan), parts, of iron/steel"
"732310","Iron or steel wool, pot scourers, etc, iron or steel"
"732391","Table/kitchen articles, parts, unenamelled cast iron"
"732392","Table/kitchen articles, parts, enamelled cast iron"
"732393","Table/kitchen articles, parts, stainless steel"
"732394","Table/kitchen articles, parts, enamelled iron or stee"
"732399","Table/kitchen articles, parts, of iron or steel, nes"
"732410","Sinks and wash basins, stainless steel"
"732421","Baths, cast iron"
"732429","Baths, iron or steel, except cast iron"
"732490","Sanitary ware and parts thereof, iron or steel, nes"
"732510","Cast articles, of non-malleable cast iron nes"
"732591","Balls, iron or steel, cast, for grinding mills"
"732599","Cast articles of iron or steel, nes"
"732611","Balls, iron/steel, forged/stamped for grinding mills"
"732619","Articles, iron or steel nes, forged/stamped, nfw"
"732620","Articles of iron or steel wire, nes"
"732690","Articles of iron or steel, nes"
"740110","Copper mattes"
"740120","Cement copper (precipitated copper)"
"740200","Unrefined copper, copper anodes, electrolytic refinin"
"740311","Copper cathodes and sections of cathodes unwrought"
"740312","Wire bars, copper, unwrought"
"740313","Billets, copper, unwrought"
"740319","Refined copper products, unwrought, nes"
"740321","Copper-zinc base alloys, unwrought"
"740322","Copper-tin base alloys, unwrought"
"740323","Copper-nickel, copper-nickel-zinc base alloy,unwrough"
"740329","Copper alloys, unwrought (other than master alloys)"
"740400","Copper/copper alloy waste or scrap"
"740500","Master alloys of copper"
"740610","Powders, copper, of non-lamellar structure"
"740620","Powders, copper, of lamellar structure and flakes"
"740710","Bars, rods & profiles of refined copper"
"740721","Bars, rods & profiles of copper-zinc base alloys"
"740722","Bar, rod, profiles, copper-nickel, copper-nickel-zinc"
"740729","Bars, rods & profiles, copper alloy nes"
"740811","Wire of refined copper > 6mm wide"
"740819","Wire of refined copper < 6mm wide"
"740821","Wire, copper-zinc base alloy"
"740822","Wire, copper-nickel or copper-nickel-zinc base alloy"
"740829","Wire, copper alloy, except nickel/zinc alloys"
"740911","Plate, sheet, strip, refined copper, coil, t > 0.15mm"
"740919","Plate, sheet, strip, refined copper, flat, t > 0.15mm"
"740921","Plate/sheet/strip, copper-zinc alloy, coil,t > 0.15mm"
"740929","Plate/sheet/strip, copper-zinc alloy, flat, t > 0.15m"
"740931","Plate/sheet/strip, copper-tin alloy, coil, t > 0.15mm"
"740939","Plate/sheet/strip, copper-tin alloy, flat, > t >0.15m"
