HS96;lib
851410;Resistance Heated Furnaces And Ovens
851420;Induction Or Dielectric Furnaces And Ovens
851430;Electric Industrial Or Laboratory Furnaces And Ovens, N.E.S.
851440;Induction Or Dielectric Heating Equipment, N.E.S.
851490;Parts For Electric Industrial Or Laboratory Furnaces And Ovens, Etc.
851511;Soldering Irons And Guns
851519;Brazing Or Soldering Machines And Apparatus, N.E.S.
851521;Machines And Apparatus For Resistance Welding Of Metal, Fully Or Partly Au Tomatic
851529;Machines And Apparatus For Resistance Welding Of Metal, N.E.S.
851531;Machines And Apparatus For Arc (Including Plasma Arc) Welding Of Metal, Fully Or Partly Automatic
851539;Machines And Apparatus For Arc Welding Of Metal, N.E.S.
851580;Electric Metalworking Machines And Apparatus, N.E.S.
851590;Parts For Electric Laser, Other Light Or Photon Beam, Ultrasonic Etc. Soldering, Brazing Or Welding Machines And Apparatus For Hot Metal Etc. Sprayi
851610;Electric Instantaneous Or Storage Water Heaters And Immersion Heaters
851621;Electric Space Heating And Electric Soil Heating Apparatus
851629;Electric Space Heating And Electric Soil Heating Apparatus
851631;Electrothermic Hairdressing Or Hand
851632;Electrothermic Hairdressing Or Hand
851633;Electrothermic Hairdressing Or Hand
851640;Electric Smoothing Irons
851650;Electric Ovens And Cookers, Cooking Plates, Boiling Rings, Grillers And Roasters
851660;Electric Ovens And Cookers, Cooking Plates, Boiling Rings, Grillers And Roasters
851671;Electrothermic Domestic Appliances, N.E.S.
851672;Electrothermic Domestic Appliances, N.E.S.
851679;Electrothermic Domestic Appliances, N.E.S.
851680;Electric Heating Resistors (Other Than Carbon)
851690;Parts Of Electrothermic Appliances N.E.S.
851711;Telephone Sets
851719;Telephone Sets
851721; Line telephone etc.equip
851722;Teleprinters
851730;Telephonic Or Telegraphic Switching Apparatus
851750; Line telephone etc.equip
851780;Telephonic Or Telegraphic Apparatus, N.E.S.
851790;Parts Of Electrical Apparatus For Line Telephony Or Line Telegraphy (Including Apparatus For Carrier
851810;Microphones And Stands Therefor
851821;Loudspeakers, Mounted In Their Enclosures
851822;Loudspeakers, Mounted In Their Enclosures
851829;Loudspeakers Not Mounted In Their Enclosures
851830;Headphones, Earphones And Combined Microphone/Speaker Sets
851840;Audio
851850;Electric Sound Amplifier Sets
851890;"Parts Of Microphones, Loudspeakers, Headphones, Earphones And Combined Microphone/Speaker Sets; Audio"
851910;Record Players, Coin
851921;Record Players, N.E.S. (Other Than Coin
851929;Record Players, N.E.S. (Other Than Coin
851931;Turntables (Record
851939;Turntables (Record
851940;Transcribing Machines
851992;Sound Reproducing Apparatus, N.E.S.
851993;Sound Reproducing Apparatus, N.E.S.
851999;Sound Reproducing Apparatus, N.E.S.
852010;Sound Recording Apparatus, Whether Or Not Incorporating A Sound Reproducing Device
852020;Sound Recording Apparatus, Whether Or Not Incorporating A Sound Reproducing Device
852032;Sound Recording Apparatus, Whether Or Not Incorporating A Sound Reproducing Device
852033;Sound Recording Apparatus, Whether Or Not Incorporating A Sound Reproducing Device
852039;Sound Recording Apparatus, Whether Or Not Incorporating A Sound Reproducing Device
852090;Sound Recording Apparatus, Whether Or Not Incorporating A Sound Reproducing Device
852110;Video Recording Or Reproducing Apparatus, Whether Or Not Incorporating A Video Tuner
852190;Video Recording Or Reproducing Apparatus, Whether Or Not Incorporating A Video Tuner
852210;Parts Of The Apparatus For Sound Recorders Or Reproducers And Parts Of Television Image And Sound Recorders Or Reproducers
852290;Parts Of The Apparatus For Sound Recorders Or Reproducers And Parts Of Television Image And Sound Recorders Or Reproducers
852311;Magnetic Tapes For Sound Recording Or Similar Recording Of Other Phenomena, Of A Width Not Exceeding 4 Mm
852312;Magnetic Tapes For Sound Recording Or Similar Recording Of Other Phenomena, Of A Width Exceeding 4 Mm But Not Exceeding 6.5 Mm
852313;Magnetic Tapes For Sound Recording Or Similar Recording Of Other Phenomena, Of A Width Exceeding 6.5 Mm
852320;Magnetic Discs For Sound Recording Or Similar Recording Of Other Phenomena
852330;Prepared Unrecorded Media, N.E.S. (Other Than Magnetic Tape, Photographic Film And Magnetic Disks)
852390;Prepared Unrecorded Media, N.E.S. (Other Than Magnetic Tape, Photographic Film And Magnetic Disks)
852410;Phonograph Records, Recorded
852431;Recorded Media, N.E.S., Sound Or Similarly Recorded Phenomena
852432;Recorded Media, N.E.S., Sound Or Similarly Recorded Phenomena
852439;Recorded Media, N.E.S., Sound Or Similarly Recorded Phenomena
852440; Magnetic tapes
852451;Magnetic Tapes, Recorded, Of A Width Not Exceeding 4 Mm
852452;Magnetic Tapes, Recorded, Of A Width Exceeding 4 Mm But Not Exceeding 6.5 Mm
852453;Magnetic Tapes, Recorded, Of A Width Exceeding 6.5 Mm
852460;Recorded Media, N.E.S., Sound Or Similarly Recorded Phenomena
852491;Recorded Media, N.E.S., Sound Or Similarly Recorded Phenomena
852499;Recorded Media, N.E.S., Sound Or Similarly Recorded Phenomena
852510;Transmission Apparatus For Radiotelephony, Radiotelegraphy, Radiobroadcasting Or Television, Not Incorporating Reception Apparatus
852520;Transmission Apparatus For Radiotelephony, Radiotelegraphy, Radiobroadcasting Or Television, Incorporating Reception Apparatus
852530;Television Cameras
852540;Video Recording Or Reproducing Apparatus, Whether Or Not Incorporating A Video Tuner
852610;Radar Apparatus, Radio Navigational Aid Apparatus And Radio Remote Control Apparatus
852691;Radar Apparatus, Radio Navigational Aid Apparatus And Radio Remote Control Apparatus
852692;Radar Apparatus, Radio Navigational Aid Apparatus And Radio Remote Control Apparatus
852712;Radiobroadcast Receivers, Combined With Sound Recording Or Reproducing Apparatus, Operating Without An External Power Source
852713;Radiobroadcast Receivers, Combined With Sound Recording Or Reproducing Apparatus, Operating Without An External Power Source
852719;Radiobroadcast Receivers, Not Combined With Sound Recording Or Reproducing Apparatus, Operating Without An External Power Source
852721;Radiobroadcast Receivers, Combined With Sound Recording Or Reproducing Apparatus, Operating With An External Power Source As In Motor Vehicles
852729;Radiobroadcast Receivers, Not Combined With Sound Recording Or Reproducing Apparatus, Operating With An External Power Source As In Motor Vehicles
852731;Radiobroadcast Receivers, Combined With Sound Recording Or Reproducing Apparatus, Etc., N.E.S.
852732;Radiobroadcast Receivers, Not Combined With Sound Recording Or Reproducing Apparatus, But Combined With A Clock, Etc. N.E.S.
852739;Radiobroadcast Receivers, Not Combined With Sound Recording Or Reproducing Apparatus Nor With A Clock, Etc., N.E.S.
852790;Reception Apparatus For Radiotelephony Or Radiotelegraphy, N.E.S.
852812;TV Receivers, Color, Incl Video Monitors & Projectors), Whet Or Nt Incorp Radiobroadcast Receivers Or Sound Or Video Recordng Or Reproducing Apparat
852813;TV Receivrs, Black/White R Oth Monochrone (Incl Video Monitrs & Projctrs), Wheth Incorp Radio
852821;TV Receivers, Color, Incl Video Monitors & Projectors), Whet Or Nt Incorp Radiobroadcast Receivers Or Sound Or Video Recordng Or Reproducing Apparat
852822;TV Receivrs, Black/White R Oth Monochrone (Incl Video Monitrs & Projctrs), Wheth Incorp Radio
852830;TV Receivers, Color, Incl Video Monitors & Projectors), Whet Or Nt Incorp Radiobroadcast Receivers Or Sound Or Video Recordng Or Reproducing Apparat
852910;Parts Of Television Receivers, Radiobroadcast Receivers, Transmission Apparatus For Radio Telephony, Telegraphy, Broadcasting Or Television Etc.
852990;Parts Of Television Receivers, Radiobroadcast Receivers, Transmission Apparatus For Radio Telephony, Telegraphy, Broadcasting Or Television Etc.
853010;Electrical Signaling, Safety, Or Traffic Control Equipment For Railways, Tramways, Roads, Waterways, Parking Facilities, Port Installations, Etc.
853080;Electrical Signaling, Safety, Or Traffic Control Equipment For Railways, Tramways, Roads, Waterways, Parking Facilities, Port Installations, Etc.
853090;Parts Of Electrical Signaling, Safety Or Traffic Control Equipment For Railways, Tramways, Roads, Waterways, Parking Facilities, Etc.
853110;Electric Sound Or Visual Signaling Apparatus, N.E.S., Including Sirens, Indicator Panels, Burglar And Fire Alarms
853120;Electric Sound Or Visual Signaling Apparatus, N.E.S., Including Sirens, Indicator Panels, Burglar And Fire Alarms
853180;Electric Sound Or Visual Signaling Apparatus, N.E.S., Including Sirens, Indicator Panels, Burglar And Fire Alarms
853190;Parts Of Electric Sound Or Visual Signaling Apparatus, N.E.S. (Including Parts Of Indicator Panels, Burlgar And Fire Alarms)
853210;Fixed Capacitors Designed For Use In 50/60 Hz Circuits And Having A Reactive Power Handling Capacity Of Not Less Than 0.5 Kvar (Power Capacitors)
853221;Tantalum Fixed Capacitors
853222;Aluminum Electrolytic Fixed Capacitors
853223;Ceramic Dielectric Fixed Capacitors, Single Layer
853224;Ceramic Dielectric Fixed Capacitors, Multilayer
853225;Paper Or Plastics Dielectric Fixed Capacitors
853229;Fixed Capacitors, N.E.S.
853230;Variable Or Adjustable (Pre
853290;Parts Of Electrical Capacitors
853310;Fixed Carbon Electrical Resistors, Composition Or Film Types
853321;Fixed Electrical Resistors, N.E.S
853329;Fixed Electrical Resistors, N.E.S
853331;Wirewound Electrical Variable Resistors (Including Rheostats And Potentiometers)
853339;Wirewound Electrical Variable Resistors (Including Rheostats And Potentiometers)
853340;Variable Electrical Resistors (Including Reostats And Potentiometers), N.E.S.
853390;"Parts For The Electrical Resistors (Including Rheostats And Potentiometers), Other Than Heating Resistors; And Parts Thereof"
853400;Printed Circuits
853510;Fuses For Electrical Apparatus Used With Circuits Exceeding 1,000 Volts
853521;Automatic Circuit Breakers For A Voltage Of Less Than 72.5 Kv
853529;Automatic Circuit Breakers For A Voltage Of 72.5 Kv Or Greater
853530;Electrical Isolating Switches And Make
853540;Lightning Arresters, Voltage Limiters And Surge Suppressors For A Voltage Exceeding 1,000 Volts
853590;Electrical Apparatus For Switching Or Protecting Electrical Circuits, Or Making Connections To Or In Electrical Circuits N.E.S., Exceeding 1,000 Vol
853610;Fuses For Electrical Apparatus Used With Circuits Not Exceeding 1,000 Volts
853620;Automatic Circuit Breakers For A Voltage Not Exceeding 1,000 Volts
853630;Apparatus For Protecting Electrical Circuits, N.E.S., Not Exceeding 1,000 Volts
853641;Relays For Electrical Apparatus Used With Electrical Circuits Not Exceeding 1,000 Volts
853649;Relays For Electrical Apparatus Used With Electrical Circuits Not Exceeding 1,000 Volts
853650;Switches For Electrical Apparatus, N.E.S., For Voltages Not Exceeding 1,000 Volts
853661;Electric Lamp Holders, For Voltages Not Exceeding 1,000 Volt
853669;Electric Plugs And Sockets, For Voltages Not Exceeding 1,000 Volts
853690;Electrical Apparatus For Switching Or Protecting Electrical Circuits Or Making Connections To Or In Electrical Circuits, N.E.S., Not Exceeding 1,000
853710;Boards, Panels, Consoles And Other Bases, For Electric Control Or Distribution Of Electricity, For A Voltage Not Exceeding 1,000 Volts
853720;Boards, Panels, Consoles And Other Bases, For Electric Control Or Distribution Of Electricity, For A Voltage Exceeding 1,000 Volts
853810;Boards, Panels, Consoles, Desk, Cabinets And Other Bases Not Equipped With Their Electrical Apparatus
853890;Parts Of Electrical Apparatus For Switching Or Protecting Electrical Circuits For Making Connections To Or In Electrical Circuits, N.E.S.
853910;Sealed Beam Lamp Units
853921;Filament Lamps (Other Than Flashbulbs, Infrared And Ultraviolet Lamps And Sealed Beam Lamp Units)
853922;Filament Lamps (Other Than Flashbulbs, Infrared And Ultraviolet Lamps And Sealed Beam Lamp Units)
853929;Filament Lamps (Other Than Flashbulbs, Infrared And Ultraviolet Lamps And Sealed Beam Lamp Units)
853931;Discharge Lamps (Other Than Ultraviolet Lamps)
853932;Discharge Lamps (Other Than Ultraviolet Lamps)
853939;Discharge Lamps (Other Than Ultraviolet Lamps)
853941;"Ultraviolet Or Infrared Lamps; Arc Lamps"
853949;"Ultraviolet Or Infrared Lamps; Arc Lamps"
853990;Parts Of Electric Filament Or Discharge Lamps (Including Parts Of Sealed Beam Lamp Units And Ultraviolet Or Infrared Lamps) And Arc Lamps
854011;Television Picture Tubes, Color
854012;Television Picture Tubes, Black And White Or Other Monochrome
854020;"Television Camera Tubes; Image Converters And Intensifiers; Other Photocathode Tubes"
854040;Cathode Ray
854050;Cathode Ray
854060;Cathode Ray
854071;Microwave Tubes (Excluding Grid
854072;Microwave Tubes (Excluding Grid
854079;Microwave Tubes (Excluding Grid
854081;Electronic Valves And Tubes, N.E.S.
854089;Electronic Valves And Tubes, N.E.S.
854091;Parts Of Television Picture Tubes And Other Electronic Valves And Tubes
854099;Parts Of Television Picture Tubes And Other Electronic Valves And Tubes
854110;Diodes, Not Photosensitive Nor Light Emitting Diodes
854121;Transistors (Excluding Photosensitive Transistors) With A Dissipation Rate Of Less Than 1 Watt
854129;Transistors (Excluding Photosensitive Transistors) With A Dissipation Rate Of 1 Watt Or More
854130;Thyristors, Diacs And Triacs (Excluding Photosensitive Devices)
854140;"Photosensitive Semiconductor Devices; Light Emitting Diodes"
854150;Semiconductor Devices, N.E.S.
854160;Piezoelectric Crystals, Mounted
854190;Parts Of Diodes, Transistors And Similar Semiconductor Devices (Including Photosensitive), Light Emitting Diodes And Mounted Piezoelectric Crystals
854212;Digital Monolithic Integrated Units
854213;Digital Monolithic Integrated Units
854214;Digital Monolithic Integrated Units
854219;Digital Monolithic Integrated Units
854230;Nondigital Monolithic Integrated Units
854240;Hybrid Integrated Circuits
854250;Electronic Integrated Circuits And Microassemblies, N.E.S.
854290;Parts Of Electronic Integrated Circuits And Microassembles
854311;Particle Accelerators
854319;Particle Accelerators
854320;Electrical Machines And Apparatus, Having Individual Functions, N.E.S. (Other Than Particle Accelerators)
854330;Electrical Machines And Apparatus, Having Individual Functions, N.E.S. (Other Than Particle Accelerators)
854340;Electrical Machines And Apparatus, Having Individual Functions, N.E.S. (Other Than Particle Accelerators)
854381;Electrical Machines And Apparatus, Having Individual Functions, N.E.S. (Other Than Particle Accelerators)
854389;Electrical Machines And Apparatus, Having Individual Functions, N.E.S. (Other Than Particle Accelerators)
854390;Parts Of Electrical Machines And Apparatus, Having Individual Functions, N.E.S.
854411;Insulated Electric Winding Wire
854419;Insulated Electric Winding Wire
854420;Coaxial Cable And Other Electric Coaxial Conductors
854430;Ignition Wiring Sets And Other Wiring Sets Of A Kind Used In Vehicles, Aircraft Or Ships
854441;Electric Conductors, For A Voltage Not Exceeding 80 Volts, N.E.S.
854449;Electric Conductors, For A Voltage Not Exceeding 80 Volts, N.E.S.
854451;Electric Conductors, For A Voltage Exceeding 80 Volts, But Not Exceeding 1,000 Volts, N.E.S.
854459;Electric Conductors, For A Voltage Exceeding 80 Volts, But Not Exceeding 1,000 Volts, N.E.S.
854460;Electric Conductors, For A Voltage Exceeding 1,000 Volts, N.E.S.
854470;Optical Fiber Cables
854511;Carbon Electrodes, Carbon Brushes, Lamp Carbons, Battery Carbons And Other Carbon Articles, With Or Without Metal, Used For Electric Purposes
854519;Carbon Electrodes, Carbon Brushes, Lamp Carbons, Battery Carbons And Other Carbon Articles, With Or Without Metal, Used For Electric Purposes
854520;Carbon Electrodes, Carbon Brushes, Lamp Carbons, Battery Carbons And Other Carbon Articles, With Or Without Metal, Used For Electric Purposes
854590;Carbon Electrodes, Carbon Brushes, Lamp Carbons, Battery Carbons And Other Carbon Articles, With Or Without Metal, Used For Electric Purposes
854610;Electrical Insulators Of Glass
854620;Electrical Insulators Of Ceramics
854690;Electrical Insulators Of Material Other Than Glass Or Ceramics
854710;Insulating Fittings For Electrical Machines, Appliances Or Equiptment, Of Ceramic Materials, But Not Including The Insulators
854720;Insulating Fittings For Electrical Machines, Appliances Or Equiptment, Of Plastic Materials, But Not Including The Insulators
854790;Insulating Fittings For Electrical Machines, Appliances Or Equipment, Of Materials  Other Than Ceramics Or Plastics, But Not Including Insulators
854810;3938tric Accumulators (Storage Batteries)
854890;Electrical Parts Of Machinery Or Apparatus, N.E.S.
860110;Rail Locomotives Powered From An External Source Of Electricity
860120;Rail Locomotives Powered By Electric Accumulators (Batteries)
860210;Diesel
860290;Rail Locomotives, N.E.S., Locomotive Tenders
860310;Railway Or Tramway Coaches, Vans And Trucks, Self
860390;Railway Or Tramway Coaches, Vans And Trucks, Self
860400;Railway Or Tramway Maintenance Or Service Vehicles, Whether Or Not Self
860500;Railway Or Tramway Passenger Coaches, Not Self
860610;Railway Or Tramway Goods Vans And Wagons (Freight Cars) Not Self
860620;Railway Or Tramway Goods Vans And Wagons (Freight Cars) Not Self
860630;Railway Or Tramway Goods Vans And Wagons (Freight Cars) Not Self
860691;Railway Or Tramway Goods Vans And Wagons (Freight Cars) Not Self
860692;Railway Or Tramway Goods Vans And Wagons (Freight Cars) Not Self
860699;Railway Or Tramway Goods Vans And Wagons (Freight Cars) Not Self
860711;"Parts Of Railway Or Tramway Locomotives Or Rolling Stock Railway Vehicles; Parts Of Railway Or Tramway Coaches, Vans, Trucks, Service Vehicles, Etc."
860712;"Parts Of Railway Or Tramway Locomotives Or Rolling Stock Railway Vehicles; Parts Of Railway Or Tramway Coaches, Vans, Trucks, Service Vehicles, Etc."
860719;"Parts Of Railway Or Tramway Locomotives Or Rolling Stock Railway Vehicles; Parts Of Railway Or Tramway Coaches, Vans, Trucks, Service Vehicles, Etc."
860721;"Parts Of Railway Or Tramway Locomotives Or Rolling Stock Railway Vehicles; Parts Of Railway Or Tramway Coaches, Vans, Trucks, Service Vehicles, Etc."
860729;"Parts Of Railway Or Tramway Locomotives Or Rolling Stock Railway Vehicles; Parts Of Railway Or Tramway Coaches, Vans, Trucks, Service Vehicles, Etc."
860730;"Parts Of Railway Or Tramway Locomotives Or Rolling Stock Railway Vehicles; Parts Of Railway Or Tramway Coaches, Vans, Trucks, Service Vehicles, Etc."
860791;"Parts Of Railway Or Tramway Locomotives Or Rolling Stock Railway Vehicles; Parts Of Railway Or Tramway Coaches, Vans, Trucks, Service Vehicles, Etc."
860799;"Parts Of Railway Or Tramway Locomotives Or Rolling Stock Railway Vehicles; Parts Of Railway Or Tramway Coaches, Vans, Trucks, Service Vehicles, Etc."
860800;"Railway Or Tramway Track Fixtures And Fittings; Mechanical Signaling, Safety And Traffic Control Equipment For Railways, Tramways, Etc.; Parts There"
860900;Containers (Including Containers For The Transport Of Fluids) Specially Designed And Equipped For Carriage By One Or More Modes Of Transport
870110;Pedestrian Controlled Tractors (Other Than Mechanical Handling Equipment)
870120;Road Tractors For Semi
870130;Track
870190;Wheeled Tractors, N.E.S.
870210;Public
870290;Public
870310;"Vehicles Specially Designed For Travel On Snow; Golf Carts And Similar Vehicles"
870321;Motor Vehicles For The Transport Of Persons (Other Than Public Transport), N.E.S.
870322;Motor Vehicles For The Transport Of Persons (Other Than Public Transport), N.E.S.
870323;Motor Vehicles For The Transport Of Persons (Other Than Public Transport), N.E.S.
870324;Motor Vehicles For The Transport Of Persons (Other Than Public Transport), N.E.S.
870331;Motor Vehicles For The Transport Of Persons (Other Than Public Transport), N.E.S.
870332;Motor Vehicles For The Transport Of Persons (Other Than Public Transport), N.E.S.
870333;Motor Vehicles For The Transport Of Persons (Other Than Public Transport), N.E.S.
870390;Motor Vehicles For The Transport Of Persons (Other Than Public Transport), N.E.S.
870410;Dumpers Designed For Off
870421;Motor Vehicles For The Transport Of Goods, N.E.S.
870422;Motor Vehicles For The Transport Of Goods, N.E.S.
870423;Motor Vehicles For The Transport Of Goods, N.E.S.
870431;Motor Vehicles For The Transport Of Goods, N.E.S.
870432;Motor Vehicles For The Transport Of Goods, N.E.S.
870490;Motor Vehicles For The Transport Of Goods, N.E.S.
870510;Mobile Cranes
870520;Mobile Drilling Derricks
870530;Fire Fighting Vehicles
870540;Mobile Concrete Mixers (For Making And Transporting Concrete)
870590;Special Purpose Motor Vehicles, N.E.S.
870600;Chassis Fitted With Engines, For Tractors, Motor Cars And Other Motor Vehicles, Trucks, Public
870710;Bodies (Including Cabs), For Motor Cars And Motor Vehicles Designed For The Transport Of Persons (Other Than Public
870790;Bodies (Including Cabs) For Tractors, Trucks And Special Purpose Motor Vehicles And Road Motor Vehicles N.E.S.
870810;Bumpers And Parts Thereof, For Tractors, Motor Cars And Other Motor Vehicles, Etc.
870821;Other Parts And Accessories Of Motor Vehicle Bodies Of Headings 8701 To 8705 (Including Cabs)
870829;Other Parts And Accessories Of Motor Vehicle Bodies Of Headings 8701 To 8705 (Including Cabs)
870831;Brakes And Servo
870839;Brakes And Servo
870840;Gear Boxes
870850;Drive Axles With Differential, Whether Or Not Provided With Other Transmission Components, For Tractors, Motor Cars And Other Motor Vehicles, Etc.
870860;Non
870870;Parts And Accessories N.E.S. For Tractors, Motor Cars And Other Motor Vehicles, Trucks, Public
870880;Parts And Accessories N.E.S. For Tractors, Motor Cars And Other Motor Vehicles, Trucks, Public
870891;Parts And Accessories N.E.S. For Tractors, Motor Cars And Other Motor Vehicles, Trucks, Public
870892;Parts And Accessories N.E.S. For Tractors, Motor Cars And Other Motor Vehicles, Trucks, Public
870893;Parts And Accessories N.E.S. For Tractors, Motor Cars And Other Motor Vehicles, Trucks, Public
870894;Parts And Accessories N.E.S. For Tractors, Motor Cars And Other Motor Vehicles, Trucks, Public
870899;Parts And Accessories N.E.S. For Tractors, Motor Cars And Other Motor Vehicles, Trucks, Public
870911;Work Trucks, Electrical, Self
870919;Self
870990;Parts Of Self
871000;Tanks And Other Armored Fighting Vehicles, Motorized, Whether Or Not Fitted With Weapons, And Parts Of Such Vehicles
871110;Motorcycles With Reciprocating Internal Combustion Piston Engine Of A Cylinder Capacity Not Exceeding 50 Cc
871120;Motorcycles With Reciprocating Internal Combustion Piston Engine Of A Cylinder Capacity Exceeding 50 Cc But Not 250 Cc
871130;Motorcycles With Reciprocating Internal Combustion Piston Engine Of A Cylinder Capacity Exceeding 250 Cc But Not 500 Cc
871140;Motorcycles With Reciprocating Internal Combustion Piston Engine Of A Cylinder Capacity Exceeding 500 Cc But Not 800 Cc
871150;Motorcycles With Reciprocating Internal Combustion Piston Engine Of A Cylinder Capacity Exceeding 800 Cc
871190;Motorcycles (Including Mopeds) And Cycles Fitted With An Auxiliary Motor, With Or Without Side
871200;Bicycles And Other Cycles (Including Delivery Tricycles), Not Motorized
871310;Invalid Carriages, Whether Or Not Motorized Or Otherwise Mechanically Propelled
871390;Invalid Carriages, Whether Or Not Motorized Or Otherwise Mechanically Propelled
871411;Parts And Accessories For Motorcycles (Including Mopeds)
871419;Parts And Accessories For Motorcycles (Including Mopeds)
871420;Parts And Accessories For Invalid Carriages
871491;Parts And Accessories For Bicycles And Other Cycles (Except Motorcycles And Mopeds), N.E.S.
871492;Parts And Accessories For Bicycles And Other Cycles (Except Motorcycles And Mopeds), N.E.S.
871493;Parts And Accessories For Bicycles And Other Cycles (Except Motorcycles And Mopeds), N.E.S.
871494;Parts And Accessories For Bicycles And Other Cycles (Except Motorcycles And Mopeds), N.E.S.
871495;Parts And Accessories For Bicycles And Other Cycles (Except Motorcycles And Mopeds), N.E.S.
871496;Parts And Accessories For Bicycles And Other Cycles (Except Motorcycles And Mopeds), N.E.S.
871499;Parts And Accessories For Bicycles And Other Cycles (Except Motorcycles And Mopeds), N.E.S.
871500;Baby Carriages, And Parts Thereof, N.E.S.
871610;Trailers And Semi
871620;Self
871631;Tanker Trailers And Tanker Semi
871639;Trailers And Semi
871640;Trailers And Semi
871680;Vehicles, Not Mechanically Propelled, N.E.S.
871690;Parts Of Trailers And Semi
880110;Gliders And Hang Gliders
880190;Balloons, Dirigibles And Other Non
880211;Helicopters Of An Unladen Weight Not Exceeding 2,000 Kg
880212;Helicopters Of An Unladen Weight Exceeding 2,000 Kg
880220;Airplanes And Other Aircraft, Mechanically Propelled (Other Than Helicopters), Of An Unladen Weight Not Exceeding 2,000 Kg
880230;Airplanes And Other Aircraft, Mechanically Propelled (Except Helicopters),  Of An Unladen Weight Exceeding 2,000 Kg But Not Exceeding 15,000 Kg
880240;Airplanes And Other Aircraft, Mechanically Propelled (Other Than Helicopters), Of An Unladen Weight Exceeding 15,000 Kg
880260;Spacecraft (Including Satellites) And Spacecraft Launch Vehicles
880310;Propellers And Rotors And Parts Thereof For Aircraft
880320;Undercarriages And Parts Thereof For Aircraft
880330;Parts Of Airplanes Or Helicopters, N.E.S.
880390;Parts Of Aircraft And Associated Equipment, Spacecraft (Including Satellites) And Spacecraft Launch Vehicles, N.E.S.
880400;"Parachutes (Including Dirigible Parachutes) And Rotochutes; Parts Thereof And Accessories Thereto"
880510;"Aircraft Launching Gear; Deck"
880520;"Aircraft Launching Gear; Deck"
890110;"Cruise Ships, Excursion Boats And Similar Vessels Designed Primarily For The Transport Of Persons; Ferry Boats Of All Kinds"
890120;Tankers Of All Kinds
890130;Refrigerated Vessels (Other Than Tankers)
890190;Vessels For The Transport Of Goods (Including Vessels For The Transport Of Both Passengers And Goods), N.E.S.
890200;"Fishing Vessels; Factory Ships And Other Vessels For Processing Or Preserving Fishery Products"
890310;Inflatable Vessels (Including Inflatable Rowing Boats And Canoes)
890391;Sailboats, Not Inflatable, With Or Without Auxiliary Motor
890392;Noninflatable Rowing Boats, Canoes And Vessels For Pleasure Or Sports, N.E.S.
890399;Noninflatable Rowing Boats, Canoes And Vessels For Pleasure Or Sports, N.E.S.
890400;Tugs And Pusher Craft
890510;Dredgers
890520;Floating Or Submersible Drilling Or Production Platforms
890590;Light Vessels, Fire
890600;Vessels (Including Warships And Lifeboats Other Than Rowing Boats), N.E.S.
890710;Rafts, Inflatable
890790;Floating Structures, N.E.S
890800;3937els And Other Floating Structures For Breaking Up
900110;"Optical Fibers, Optical Fiber Bundles And Cables; Sheets And Plates Of Polarising Material; Unmounted Optical Elements, N.E.S."
900120;"Optical Fibers, Optical Fiber Bundles And Cables; Sheets And Plates Of Polarising Material; Unmounted Optical Elements, N.E.S."
900130;Contact Lenses
900140;Spectacle Lenses Of Glass
900150;Spectacle Lenses Of Materials Other Than Glass
900190;"Optical Fibers, Optical Fiber Bundles And Cables; Sheets And Plates Of Polarising Material; Unmounted Optical Elements, N.E.S."
900211;Objective Lenses For Cameras, Projectors Or Photographic Enlargers Or Reducers
900219;Objective Lenses, N.E.S., Mounted
900220;Filters (Optical Elements), Mounted
900290;Mounted Optical Elements, N.E.S.
900311;Frames And Mountings For Spectacles, Goggles Or The Like
900319;Frames And Mountings For Spectacles, Goggles Or The Like
900390;Parts For Frames And Mountings Of Spectacles, Goggles And The Like
900410;Spectacles, Goggles And The Like, Corrective, Protective Or Other
900490;Spectacles, Goggles And The Like, Corrective, Protective Or Other
900510;Binoculars
900580;"Monoculars, Other Optical Telescopes; Astronomical Instruments, N.E.S."
900590;Parts And Accessories (Including Mountings) Of Binoculars, Monoculars, Other Optical Telescopes, And Astronomical Instruments, N.E.S.
900610;Photographic (Other Than Cinematographic) Cameras
900620;Photographic (Other Than Cinematographic) Cameras
900630;Photographic (Other Than Cinematographic) Cameras
900640;Photographic (Other Than Cinematographic) Cameras
900651;Photographic (Other Than Cinematographic) Cameras
900652;Photographic (Other Than Cinematographic) Cameras
900653;Photographic (Other Than Cinematographic) Cameras
900659;Photographic (Other Than Cinematographic) Cameras
900661;Photographic Flashlight Apparatus (Except Discharge Lamps Of Heading 778.2)
900662;Flashbulbs, Flashcubes And The Like
900669;Photographic Flashlight Apparatus (Except Discharge Lamps Of Heading 778.2)
900691;Parts And Accessories For Photographic (Other Than Cinematographic) Cameras
900699;Parts And Accessories For Photographic Flashlight Apparatus
900711;Cinematographic Cameras
900719;Cinematographic Cameras
900720;Cinematographic Projectors
900791;Parts And Accessories For Cinematographic Cameras
900792;Parts And Accessories For Cinematographic Projectors
900810;Image Projectors, N.E.S.
900820;Microfilm, Microfiche Or Other Microform Readers, Whether Or Not Capable Of Producing Copies
900830;Image Projectors, N.E.S.
900840;Photographic (Other Than Cinematographic) Enlargers And Reducers
900890;Parts And Accessories For Microform Readers, Image Projectors, N.E.S. And Photographic (Except Cinematographic) Enlargers And Reducers
